reaction_id,reaction_signature,reaction_smiles,substrate_name,product_name,terpene_type,tps_class,has_mechanism,known_associations_masked,positive_control_id,positive_control_available,ensemble_top1_vote_fraction,ensemble_top1_rank_std,ensemble_top1_margin_z,ensemble_topk_jaccard,ensemble_topk_vote_mean,panel_size,mean_pairwise_esm_distance,minimum_pairwise_esm_distance,external_candidate_fraction,mean_hub_frequency,maximum_hub_frequency,mean_original_rank,sequence_risk_candidates_excluded,sequence_eligible_pool_size,diversity_percentile,agreement_percentile,vote_percentile,nonhub_percentile,control_score,campaign_priority_score,campaign_priority_rank
MARTS_EXT_RXN_c38237fa511c,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CC=CC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C\C=C(/C)CC/C=C(\C)CCC=C(C)C,"(2E,6E)-FPP","15-cis-4,4'-diapophytoene",psy,1,True,5,A9JQL9,True,1.0,0.0,0.0697195079375047,0.714975845410628,0.9,12,0.10742001980543137,0.0036130547523498535,0.9166666666666666,2.5833333333333335,7,8.5,0,20,0.8875,0.9770833333333333,0.9708333333333333,0.8979166666666667,1.0,0.939375,1
MARTS_EXT_RXN_68d7c7a6b97f,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,"(2E,6E)-FPP",squalene,sqs,1,True,32,A0SJQ5,True,1.0,0.0,0.3205006848776975,0.6222222222222222,0.8666666666666667,12,0.1137942522764206,3.898143768310547e-05,0.4166666666666667,4.083333333333333,13,8.916666666666666,0,20,0.9083333333333333,0.875,0.90625,0.6770833333333334,1.0,0.8740625,2
MARTS_EXT_RXN_de164cb3f0e1,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)(O)OP(=O)(O)O)C1(C)CCC=C(C)CCC=C(C)CCC=C(C)C>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC=CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/C1C(COP(=O)(O)OP(=O)(O)O)C1(C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/C=C\C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,prephytoene diphosphate,15-cis-phytoene,psy,1,True,5,P37272,True,1.0,0.0,0.2901218847203068,0.5622032288698955,0.8333333333333334,12,0.09832911193370819,0.012442588806152344,0.8333333333333334,3.0833333333333335,8,6.583333333333333,0,20,0.8541666666666666,0.8166666666666667,0.8145833333333333,0.8479166666666667,1.0,0.8505208333333333,3
MARTS_EXT_RXN_237f1c153ad6,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C(CCC(C)=CCC1)C(C)CCC2(O)C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\[C@@H]2[C@H](CC/C(C)=C/CC1)[C@@H](C)CC[C@]2(O)C(C)C,"(2E,6E,10E)-GGPP",chitinol,di,1,True,1,A0A979G5X7,True,0.3333333333333333,0.942808985710144,0.0001298281982976,0.6222222222222222,0.8666666666666667,12,0.08990851044654846,0.0077321529388427734,0.6666666666666666,9.416666666666666,19,8.25,0,20,0.8083333333333333,0.875,0.90625,0.5291666666666667,1.0,0.821875,4
MARTS_EXT_RXN_9bfd169ae97d,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC=CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/C=C\C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,"(2E,6E,10E)-GGPP",15-cis-phytoene,psy,1,True,19,B6UV92,True,0.3333333333333333,0.471404492855072,0.0093054903242063,0.5018315018315018,0.7833333333333333,12,0.13887512683868408,5.960464477539063e-08,0.8333333333333334,3.1666666666666665,7,7.583333333333333,0,20,0.975,0.6625,0.6104166666666667,0.8979166666666667,1.0,0.8148958333333333,5
MARTS_EXT_RXN_5e756bc9af81,CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CCC1(C)C(C)CCC2(C)C(C)=CCCC21>>C=CC(C)(O)CCC1(C)C(C)CCC2(C)C(C)=CCCC21,CC1=CCC[C@H]2[C@](C)(CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@H](C)CC[C@@]12C>>C=CC(C)(O)CC[C@]1(C)[C@H](C)CC[C@@]2(C)C(C)=CCC[C@@H]12,ent-neo-cis-trans-kolavenol,ent-neo-cis-trans-kolavelool,di,1,True,1,A0A345ZQ25,True,1.0,0.0,1.401849449412227,0.5432098765432098,0.8166666666666667,12,0.10382598638534546,0.004519820213317871,0.3333333333333333,2.9166666666666665,12,8.083333333333334,0,20,0.8833333333333333,0.7833333333333333,0.7416666666666667,0.7041666666666667,1.0,0.8147916666666666,6
MARTS_EXT_RXN_bb0c8b67ae81,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C(C)(C)C3CCC(C)C23CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C[C@@H]2C(C)(C)[C@H]3CC[C@@H](C)[C@@]23CC1,"(2E,6E)-FPP",(+)-Isoitalicene,sesq,1,True,1,E5GAG1,True,0.6666666666666666,0.471404492855072,0.3789126662434871,0.5399810066476732,0.8333333333333334,12,0.08825688064098358,9.769201278686523e-05,0.75,4.0,9,6.916666666666667,0,20,0.7916666666666666,0.75625,0.8145833333333333,0.7895833333333333,1.0,0.8079166666666666,7
MARTS_EXT_RXN_78f709de4b7c,CC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)([O-])OP(=O)([O-])[O-])C1(C)CCC=C(C)CCC=C(C)C>>CC(C)=CCCC(C)=CCCC(C)=CCOCC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/[C@H]1[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@]1(C)CC/C=C(\C)CCC=C(C)C>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COC/C=C(\C)CC/C=C(\C)CCC=C(C)C,presqualene diphosphate,bisfarnesyl ether,tri,1,True,1,G0Y287,True,1.0,0.0,0.1360770592179898,0.7391304347826088,0.9,12,0.05712101608514786,1.1920928955078125e-07,0.4166666666666667,6.666666666666667,13,7.0,0,20,0.5375,0.9916666666666667,0.9708333333333333,0.6770833333333334,1.0,0.8048958333333334,8
MARTS_EXT_RXN_3d09cb5fb800,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=C2C(CC1)C(C)CCCC2(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=C2[C@@H](CC1)[C@H](C)CCCC2(C)C,"(2Z,6E)-FPP","(6R,7S)-2,2,6-trimethyl-10-methylenebicyclo[5.4.0]undec-1(11)-ene",sesq,1,True,1,A0A140AZ63,True,1.0,0.0,0.2103783263239856,0.5604938271604939,0.8333333333333334,12,0.081667460501194,0.002499818801879883,0.5833333333333334,6.5,13,7.333333333333333,2,18,0.775,0.8125,0.8145833333333333,0.6770833333333334,1.0,0.8001041666666666,9
MARTS_EXT_RXN_0304c0087056,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)(O)C1CCC2(C)C1CCC1(C)C2CCC2C3(C)CCC(O)C(C)(C)C3CCC21C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C>>CC(C)(O)[C@H]1CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@H]12,"(S)-2,3-epoxysqualene","21-beta-H-hopane-3-beta,22-diol",tri,2,True,1,B0Y565,True,1.0,0.0,0.1119931120275641,0.5209876543209876,0.8,12,0.11100390553474426,0.006492674350738525,0.08333333333333333,4.416666666666667,9,9.666666666666666,2,18,0.8916666666666667,0.7125,0.6708333333333333,0.7895833333333333,1.0,0.7982291666666667,10
MARTS_EXT_RXN_22bda90ee992,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC1(C)C2CC3C(C2)C31C,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C\CCC1(C)C2CC3C(C2)C31C,nerylneryl diphosphate,lycosantalene,di,1,True,1,G5CV51,True,0.6666666666666666,1.4142135381698608,0.0430888582395347,0.5399810066476732,0.8333333333333334,12,0.07869566977024078,9.834766387939453e-06,0.4166666666666667,2.8333333333333335,9,7.25,0,20,0.7458333333333333,0.75625,0.8145833333333333,0.7895833333333333,1.0,0.7941666666666667,11
MARTS_EXT_RXN_412a1f752827,CC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)([O-])OP(=O)([O-])[O-])C1(C)CCC=C(C)CCC=C(C)C>>CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/[C@H]1[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@]1(C)CC/C=C(\C)CCC=C(C)C>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,presqualene diphosphate,squalene,sqs,1,True,3,Q32KR6,True,1.0,0.0,0.3370642534982109,0.5794871794871795,0.8333333333333334,12,0.0703902542591095,0.0013157129287719727,0.6666666666666666,7.416666666666667,13,7.666666666666667,0,20,0.6875,0.8354166666666667,0.8145833333333333,0.6770833333333334,1.0,0.7795833333333333,12
MARTS_EXT_RXN_d147768eaf20,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2C(=C1)C(C)(C)CCCC2C,CC(C)=CCC/C(C)=C/CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC[C@@H]2C(=C1)C(C)(C)CCC[C@H]2C,"(2Z,6E)-FPP","(6R,7S)-himachala-9,11-diene",sesq,1,True,1,A0A140AZ63,True,0.6666666666666666,0.471404492855072,0.4442393676162608,0.5209876543209876,0.8166666666666667,12,0.08831208944320679,0.009151458740234375,0.5833333333333334,7.333333333333333,13,7.0,2,18,0.7958333333333333,0.7125,0.7416666666666667,0.6770833333333334,1.0,0.7667708333333333,13
MARTS_EXT_RXN_08a2e34a37c3,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C(CC=C(C)C)COP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@@H](CC=C(C)C)COP(=O)([O-])OP(=O)([O-])[O-],prenyl diphosphate,(R)-lavandulyl diphosphate,pt,1,True,1,Q7XYS8,True,1.0,0.0,1.3540763827257658,0.5255731922398589,0.8166666666666667,12,0.07181990146636963,0.0015149712562561035,0.5833333333333334,3.0833333333333335,9,6.583333333333333,0,20,0.7,0.7333333333333333,0.7416666666666667,0.7895833333333333,1.0,0.7601041666666666,14
MARTS_EXT_RXN_d4f733465fb3,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC1(C)CCC2C(C1C(=C)C)C2(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C[C@]1(C)CC[C@@H]2[C@H]([C@@H]1C(=C)C)C2(C)C,"(2E,6E)-FPP",bicycloelemene,sesq,1,True,3,F1A1D4,True,1.0,0.0,0.5956292429799512,0.5589743589743589,0.8166666666666667,12,0.06798680871725082,0.0022382736206054688,0.16666666666666666,3.6666666666666665,11,7.166666666666667,0,20,0.675,0.8041666666666667,0.7416666666666667,0.7166666666666667,1.0,0.759375,15
MARTS_EXT_RXN_cda281fba2bd,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CCC=C(C)C)C1CCC2(C)CCCC(=C)C2C1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CCC=C(C)C)[C@H]1CC[C@]2(C)CCCC(=C)[C@H]2C1,"(2E,6E,10E)-GGPP",lobophytumin C,di,1,True,1,B5H135,True,1.0,0.0,1.152341507470707,0.5194681861348528,0.8166666666666667,12,0.11539855599403381,0.009043574333190918,0.4166666666666667,12.583333333333334,22,8.083333333333334,0,20,0.9125,0.6958333333333333,0.7416666666666667,0.4125,1.0,0.7579166666666667,16
MARTS_EXT_RXN_8d7f7dd54117,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCCC2(C)CCC3(C)CCC(C(C)(C)O)C3CC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC[C@]2(C)CC[C@@]3(C)CC[C@@H](C(C)(C)O)[C@@H]3C[C@@H]12,"(2E,6E,10E)-GGPP",chitinopinol,di,1,True,1,A0A979G646,True,1.0,0.0,0.5381869148194504,0.6,0.85,12,0.06591381877660751,0.0077321529388427734,0.6666666666666666,13.25,22,6.833333333333333,0,20,0.6458333333333334,0.8520833333333333,0.8583333333333333,0.4125,1.0,0.7403124999999999,17
