query_id,direction,score_source,ranking_objective,model_directory,secondary_model_directory,auxiliary_score_directory,query_nearest_library_id,query_nearest_library_similarity,query_is_current_entity,rank,candidate_id,score,selection_source,ensemble_score_mean,ensemble_score_std,ensemble_rank_mean,ensemble_rank_std,ensemble_topk_vote_fraction,ensemble_top1_vote_fraction,ensemble_top1_rank_std,ensemble_top1_score_std,ensemble_top1_margin_z,ensemble_topk_jaccard,ensemble_topk_vote_mean,ensemble_boundary_margin_z,is_external_candidate,known_associations_masked,empirical_reliability_score,empirical_reliability_tier,empirical_reliability_calibrator,reliability_recommendation,empirical_reliability_status,accepted_by_policy
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,direct,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,RHEA:31023,0.8307692307692307,False,1,B3Y522,0.45633506774902344,primary,0.45633506774902344,0.00802216399461031,1.6666666269302368,0.471404492855072,1.0,0.3333333333333333,0.471404492855072,0.00802216399461031,0.15998250304001457,0.5,0.7777777777777778,0.10227198780413047,False,5,,uncalibrated,reaction_to_enzyme_top3,manual_review_required,not_applicable_known_associations_masked,True
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,direct,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,RHEA:31023,0.8307692307692307,False,2,B0Y565,0.43682026863098145,primary,0.43682026863098145,0.035052623599767685,2.0,1.4142135381698608,0.6666666666666666,0.3333333333333333,0.471404492855072,0.00802216399461031,0.15998250304001457,0.5,0.7777777777777778,0.10227198780413047,True,5,,uncalibrated,reaction_to_enzyme_top3,manual_review_required,not_applicable_known_associations_masked,True
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,direct,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,RHEA:31023,0.8307692307692307,False,3,Q24FB1,0.4082045555114746,primary,0.4082045555114746,0.023379342630505562,3.3333332538604736,1.247219204902649,0.6666666666666666,0.3333333333333333,0.471404492855072,0.00802216399461031,0.15998250304001457,0.5,0.7777777777777778,0.10227198780413047,False,5,,uncalibrated,reaction_to_enzyme_top3,manual_review_required,not_applicable_known_associations_masked,True
MARTS_EXT_RXN_012d56c064db,reaction_to_enzyme,direct,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,RHEA:83287,0.6585103785103785,False,1,Q9F1V8,0.3758709728717804,primary,0.3758709728717804,0.052082937210798264,3.6666667461395264,3.771235942840576,0.6666666666666666,0.6666666666666666,3.771235942840576,0.052082937210798264,0.21450474236062775,0.3333333333333333,0.4444444444444444,0.02239046990964941,False,1,,uncalibrated,reaction_to_enzyme_top3,manual_review_required,not_applicable_known_associations_masked,True
MARTS_EXT_RXN_012d56c064db,reaction_to_enzyme,direct,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,RHEA:83287,0.6585103785103785,False,2,A0A1Q5GJH1,0.35030397772789,primary,0.35030397772789,0.010232977569103241,3.6666667461395264,2.054804563522339,0.3333333333333333,0.6666666666666666,3.771235942840576,0.052082937210798264,0.21450474236062775,0.3333333333333333,0.4444444444444444,0.02239046990964941,True,1,,uncalibrated,reaction_to_enzyme_top3,manual_review_required,not_applicable_known_associations_masked,True
MARTS_EXT_RXN_012d56c064db,reaction_to_enzyme,direct,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,RHEA:83287,0.6585103785103785,False,3,A0A097ZQD0,0.3406645357608795,primary,0.3406645357608795,0.013601625338196754,5.333333492279053,2.357022523880005,0.3333333333333333,0.6666666666666666,3.771235942840576,0.052082937210798264,0.21450474236062775,0.3333333333333333,0.4444444444444444,0.02239046990964941,True,1,,uncalibrated,reaction_to_enzyme_top3,manual_review_required,not_applicable_known_associations_masked,True
MARTS_EXT_RXN_0216267ce7f4,reaction_to_enzyme,direct,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,RHEA:25536,0.741609977324263,False,1,Q675L4,0.5203399062156677,primary,0.5203399062156677,0.01794891245663166,1.0,0.0,1.0,1.0,0.0,0.01794891245663166,0.2694236680704457,1.0,1.0,0.5425454367693321,False,7,,uncalibrated,reaction_to_enzyme_top3,manual_review_required,not_applicable_known_associations_masked,True
MARTS_EXT_RXN_0216267ce7f4,reaction_to_enzyme,direct,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,RHEA:25536,0.741609977324263,False,2,H8ZM71,0.4857238829135895,primary,0.4857238829135895,0.02230800874531269,2.3333332538604736,0.471404492855072,1.0,1.0,0.0,0.01794891245663166,0.2694236680704457,1.0,1.0,0.5425454367693321,False,7,,uncalibrated,reaction_to_enzyme_top3,manual_review_required,not_applicable_known_associations_masked,True
MARTS_EXT_RXN_0216267ce7f4,reaction_to_enzyme,direct,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,RHEA:25536,0.741609977324263,False,3,F2XF92,0.4811653196811676,primary,0.4811653196811676,0.020590215921401978,2.6666667461395264,0.471404492855072,1.0,1.0,0.0,0.01794891245663166,0.2694236680704457,1.0,1.0,0.5425454367693321,False,7,,uncalibrated,reaction_to_enzyme_top3,manual_review_required,not_applicable_known_associations_masked,True
MARTS_EXT_RXN_029b92fe95de,reaction_to_enzyme,direct,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,RHEA:14901,0.7066666666666667,False,1,A0A1H0BVV7,0.47189250588417053,primary,0.47189250588417053,0.02294113300740719,1.3333333730697632,0.471404492855072,1.0,0.6666666666666666,0.471404492855072,0.02294113300740719,0.14819307999582548,0.39999999999999997,0.6666666666666666,0.0033373477525771122,True,1,,uncalibrated,reaction_to_enzyme_top3,manual_review_required,not_applicable_known_associations_masked,True
