query_id,direction,score_source,ranking_objective,model_directory,secondary_model_directory,auxiliary_score_directory,query_nearest_library_id,query_nearest_library_similarity,query_is_current_entity,rank,candidate_id,score,selection_source,ensemble_score_mean,ensemble_score_std,ensemble_rank_mean,ensemble_rank_std,ensemble_topk_vote_fraction,ensemble_top1_vote_fraction,ensemble_top1_rank_std,ensemble_top1_score_std,ensemble_top1_margin_z,ensemble_topk_jaccard,ensemble_topk_vote_mean,ensemble_boundary_margin_z,is_external_candidate,known_associations_masked,empirical_reliability_score,empirical_reliability_tier,empirical_reliability_calibrator,reliability_recommendation,empirical_reliability_status,accepted_by_policy
7S5L_A,enzyme_to_reaction,rrf_e2r_top10_primary0.35_secondary0.65_c60,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,A0A4D6IA24,0.9857344627380371,False,1,RHEA:68824,0.0158730149269104,primary,0.015846746042370796,0.000210175450774841,1.6666666269302368,0.9428090453147888,1.0,0.6666666666666666,0.9428090453147888,0.000210175450774841,0.06213495859750442,0.4334554334554334,0.7666666666666667,0.07425367755846078,False,11,,uncalibrated,enzyme_to_reaction_top10,manual_review_required,not_applicable_known_associations_masked,True
7S5L_A,enzyme_to_reaction,rrf_e2r_top10_primary0.35_secondary0.65_c60,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,A0A4D6IA24,0.9857344627380371,False,10,MARTS_EXT_RXN_07865104318f,0.013157425448298454,primary,0.01265763957053423,0.001366045675240457,14.0,7.4833149909973145,0.3333333333333333,0.6666666666666666,0.9428090453147888,0.000210175450774841,0.06213495859750442,0.4334554334554334,0.7666666666666667,0.07425367755846078,True,11,,uncalibrated,enzyme_to_reaction_top10,manual_review_required,not_applicable_known_associations_masked,True
7S5L_A,enzyme_to_reaction,rrf_e2r_top10_primary0.35_secondary0.65_c60,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,A0A4D6IA24,0.9857344627380371,False,2,RHEA:30383,0.015707749873399734,primary,0.015611317940056324,0.00019148671708535403,2.3333332538604736,0.471404492855072,1.0,0.6666666666666666,0.9428090453147888,0.000210175450774841,0.06213495859750442,0.4334554334554334,0.7666666666666667,0.07425367755846078,False,11,,uncalibrated,enzyme_to_reaction_top10,manual_review_required,not_applicable_known_associations_masked,True
7S5L_A,enzyme_to_reaction,rrf_e2r_top10_primary0.35_secondary0.65_c60,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,A0A4D6IA24,0.9857344627380371,False,3,RHEA:68156,0.01515151560306549,primary,0.014270993880927563,0.0012845199089497328,6.0,5.715476036071777,0.6666666666666666,0.6666666666666666,0.9428090453147888,0.000210175450774841,0.06213495859750442,0.4334554334554334,0.7666666666666667,0.07425367755846078,False,11,,uncalibrated,enzyme_to_reaction_top10,manual_review_required,not_applicable_known_associations_masked,True
7S5L_A,enzyme_to_reaction,rrf_e2r_top10_primary0.35_secondary0.65_c60,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,A0A4D6IA24,0.9857344627380371,False,4,RHEA:31999,0.014226017519831657,primary,0.014009046368300915,0.0012861505383625627,6.666666507720947,5.249338626861572,0.6666666666666666,0.6666666666666666,0.9428090453147888,0.000210175450774841,0.06213495859750442,0.4334554334554334,0.7666666666666667,0.07425367755846078,False,11,,uncalibrated,enzyme_to_reaction_top10,manual_review_required,not_applicable_known_associations_masked,True
7S5L_A,enzyme_to_reaction,rrf_e2r_top10_primary0.35_secondary0.65_c60,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,A0A4D6IA24,0.9857344627380371,False,5,RHEA:27530,0.013813724741339684,primary,0.013707302510738373,0.00037914791028015316,6.333333492279053,1.2472190856933594,1.0,0.6666666666666666,0.9428090453147888,0.000210175450774841,0.06213495859750442,0.4334554334554334,0.7666666666666667,0.07425367755846078,False,11,,uncalibrated,enzyme_to_reaction_top10,manual_review_required,not_applicable_known_associations_masked,True
7S5L_A,enzyme_to_reaction,rrf_e2r_top10_primary0.35_secondary0.65_c60,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,A0A4D6IA24,0.9857344627380371,False,6,RHEA:27534,0.013625094667077065,primary,0.013521521352231503,0.00036921328864991665,7.666666507720947,1.2472190856933594,1.0,0.6666666666666666,0.9428090453147888,0.000210175450774841,0.06213495859750442,0.4334554334554334,0.7666666666666667,0.07425367755846078,False,11,,uncalibrated,enzyme_to_reaction_top10,manual_review_required,not_applicable_known_associations_masked,True
7S5L_A,enzyme_to_reaction,rrf_e2r_top10_primary0.35_secondary0.65_c60,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,A0A4D6IA24,0.9857344627380371,False,7,RHEA:73991,0.013513512909412384,primary,0.013256958685815334,0.0009091675165109336,8.666666984558105,5.185450077056885,0.6666666666666666,0.6666666666666666,0.9428090453147888,0.000210175450774841,0.06213495859750442,0.4334554334554334,0.7666666666666667,0.07425367755846078,False,11,,uncalibrated,enzyme_to_reaction_top10,manual_review_required,not_applicable_known_associations_masked,True
7S5L_A,enzyme_to_reaction,rrf_e2r_top10_primary0.35_secondary0.65_c60,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,A0A4D6IA24,0.9857344627380371,False,8,RHEA:56984,0.013441557995975018,primary,0.013340719044208527,0.00035966496216133237,9.333333015441895,1.699673056602478,0.6666666666666666,0.6666666666666666,0.9428090453147888,0.000210175450774841,0.06213495859750442,0.4334554334554334,0.7666666666666667,0.07425367755846078,False,11,,uncalibrated,enzyme_to_reaction_top10,manual_review_required,not_applicable_known_associations_masked,True
7S5L_A,enzyme_to_reaction,rrf_e2r_top10_primary0.35_secondary0.65_c60,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,A0A4D6IA24,0.9857344627380371,False,9,RHEA:12052,0.013347325846552849,primary,0.012777612544596195,0.000909535214304924,13.666666984558105,8.055364608764648,0.6666666666666666,0.6666666666666666,0.9428090453147888,0.000210175450774841,0.06213495859750442,0.4334554334554334,0.7666666666666667,0.07425367755846078,False,11,,uncalibrated,enzyme_to_reaction_top10,manual_review_required,not_applicable_known_associations_masked,True
7S5L_A,enzyme_to_reaction,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,A0A4D6IA24,0.9857344627380371,False,1,RHEA:27530,0.015293560922145844,primary,0.01480692345649004,0.0004891546559520066,1.3333333730697632,0.471404492855072,1.0,0.6666666666666666,0.471404492855072,0.0004891546559520066,0.0990259024510306,0.5004748338081672,0.7833333333333333,0.018219283500272677,False,11,,uncalibrated,enzyme_to_reaction_top20,manual_review_required,not_applicable_known_associations_masked,True
7S5L_A,enzyme_to_reaction,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,A0A4D6IA24,0.9857344627380371,False,10,RHEA:12052,0.011723666451871395,primary,0.011357049457728863,0.0005122841103002429,11.0,2.4494898319244385,1.0,0.6666666666666666,0.471404492855072,0.0004891546559520066,0.0990259024510306,0.5004748338081672,0.7833333333333333,0.018219283500272677,False,11,,uncalibrated,enzyme_to_reaction_top20,manual_review_required,not_applicable_known_associations_masked,True
7S5L_A,enzyme_to_reaction,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,A0A4D6IA24,0.9857344627380371,False,11,RHEA:68824,0.011687672697007656,primary,0.011568198911845684,8.448072185274214e-05,10.0,1.4142135381698608,1.0,0.6666666666666666,0.471404492855072,0.0004891546559520066,0.0990259024510306,0.5004748338081672,0.7833333333333333,0.018219283500272677,False,11,,uncalibrated,enzyme_to_reaction_top20,manual_review_required,not_applicable_known_associations_masked,True
7S5L_A,enzyme_to_reaction,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,A0A4D6IA24,0.9857344627380371,False,12,RHEA:29491,0.011303961277008057,primary,0.011048279702663422,0.00032883018138818443,13.0,2.943920373916626,1.0,0.6666666666666666,0.471404492855072,0.0004891546559520066,0.0990259024510306,0.5004748338081672,0.7833333333333333,0.018219283500272677,False,11,,uncalibrated,enzyme_to_reaction_top20,manual_review_required,not_applicable_known_associations_masked,True
7S5L_A,enzyme_to_reaction,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,A0A4D6IA24,0.9857344627380371,False,13,RHEA:29483,0.010975157842040062,primary,0.01074763759970665,0.0006547951488755643,16.0,4.898979663848877,0.6666666666666666,0.6666666666666666,0.471404492855072,0.0004891546559520066,0.0990259024510306,0.5004748338081672,0.7833333333333333,0.018219283500272677,False,11,,uncalibrated,enzyme_to_reaction_top20,manual_review_required,not_applicable_known_associations_masked,True
7S5L_A,enzyme_to_reaction,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,A0A4D6IA24,0.9857344627380371,False,14,RHEA:43000,0.010530888102948666,primary,0.010589373297989368,0.0010129075963050127,17.66666603088379,8.730533599853516,0.6666666666666666,0.6666666666666666,0.471404492855072,0.0004891546559520066,0.0990259024510306,0.5004748338081672,0.7833333333333333,0.018219283500272677,False,11,,uncalibrated,enzyme_to_reaction_top20,manual_review_required,not_applicable_known_associations_masked,True
