query_id,direction,ranking_objective,score_source,model_directory,known_associations_masked,empirical_reliability_status,rank,candidate_id,score,selection_source,ensemble_score_mean,ensemble_score_std,ensemble_rank_mean,ensemble_rank_std,ensemble_topk_vote_fraction,ensemble_top1_vote_fraction,ensemble_top1_rank_std,ensemble_top1_score_std,ensemble_top1_margin_z,ensemble_topk_jaccard,ensemble_topk_vote_mean,ensemble_boundary_margin_z,candidate_source,entry_name,reviewed,protein_name,gene_names,organism_name,organism_id,length,pfam_combination,domain_family,protein_existence,evidence_quality_tier,cluster_id,cluster_size,selection_reason,terpene_type,tps_class,substrate_name,product_name,pfam_architecture,contract_status,allowed_candidate_architectures,family_compatibility
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,1,A0A1G7I6D7,0.7370585799217224,primary,0.7370585799217224,0.021696997806429863,1.0,0.0,1.0,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,A0A1G7I6D7_9BACT,False,Squalene-hopene/tetraprenyl-beta-curcumene cyclase,SAMN05444167_1338,Terriglobus roseus,392734,677,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A1G7I6D7,33,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,2,A0A023D1B6,0.6733505129814148,primary,0.6733505129814148,0.036169130355119705,3.3333332538604736,1.247219204902649,1.0,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,A0A023D1B6_ACIMT,False,Squalene--hopene cyclase,Amme_002_003,Acidomonas methanolica NBRC 104435,1231351,663,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,K9GV72,782,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,3,A0A518BWK3,0.6684725880622864,primary,0.6684725880622864,0.027631081640720367,3.3333332538604736,1.247219204902649,1.0,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,A0A518BWK3_9BACT,False,Squalene--hopene cyclase (EC 4.2.1.129),shc Pan265_12120,Mucisphaera calidilacus,2527982,650,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A518BWK3,2,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,4,A0A075K2F2,0.6552595496177673,primary,0.6552595496177673,0.032859500497579575,5.333333492279053,3.399346351623535,1.0,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,A0A075K2F2_9GAMM,False,Squalene--hopene cyclase,HY57_12650,Dyella japonica A8,1217721,603,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0ABS2KBK9,115,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,5,A0A0H3G8D2,0.6401863694190979,primary,0.6401863694190979,0.00933170784264803,5.0,1.4142135381698608,1.0,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,A0A0H3G8D2_ZYMMA,False,Squalene/oxidosqualene cyclase (EC 5.4.99.17),Zmob_1582,Zymomonas mobilis subsp. mobilis (strain ATCC 10988 / DSM 424 / LMG 404 / NCIMB 8938 / NRRL B-806 / ZM1),555217,725,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A1I4R6V2,68,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,6,A0A5A7MU75,0.637418270111084,primary,0.637418270111084,0.03327831253409386,6.666666507720947,1.885617971420288,1.0,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,A0A5A7MU75_9PROT,False,Squalene--hopene cyclase,JCM17845_00850,Iodidimonas gelatinilytica,1236966,478,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A5A7MU75,2,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,7,A0A9P0A4S8,0.6223031282424927,primary,0.6223031282424927,0.0011714841239154339,9.666666984558105,3.2998316287994385,1.0,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,A0A9P0A4S8_BEMTA,False,Terpene cyclase/mutase family member (EC 5.4.99.-),BEMITA_LOCUS2658,Bemisia tabaci (Sweetpotato whitefly) (Aleurodes tabaci),7038,663,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A9P0A4S8,2,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,8,A0A2B7YDW3,0.617120087146759,primary,0.617120087146759,0.005898633040487766,9.666666984558105,2.054804563522339,1.0,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,POLA_POLH7,True,Triterpene cyclase polA (EC 5.4.99.-) (Polytolypin biosynthesis cluster protein A),polA AJ80_03956,Polytolypa hystricis (strain UAMH7299),1447883,695,PF13243;PF13249,triterpene_cyclase,Evidence at protein level,A_reviewed,A0A2B7YDW3,1,all_reviewed_members,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,9,A0A0M2UV30,0.6135528683662415,primary,0.6135528683662415,0.052644167095422745,8.0,2.943920373916626,1.0,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,A0A0M2UV30_9BACT,False,Squalene-hopene cyclase,BROFUL_02439,Candidatus Brocadia fulgida,380242,683,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,E8R5V6,16,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,10,A0AA35SHD1,0.611637532711029,primary,0.611637532711029,0.05367553234100342,8.333333015441895,3.399346113204956,1.0,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,A0AA35SHD1_GEOBA,False,Squalene--hopene cyclase,GBAR_LOCUS17083,Geodia barretti (Barrett's horny sponge),519541,536,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0AA35T990,2,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
