query_id,direction,ranking_objective,score_source,model_directory,known_associations_masked,empirical_reliability_status,rank,candidate_id,score,selection_source,ensemble_score_mean,ensemble_score_std,ensemble_rank_mean,ensemble_rank_std,ensemble_topk_vote_fraction,ensemble_top1_vote_fraction,ensemble_top1_rank_std,ensemble_top1_score_std,ensemble_top1_margin_z,ensemble_topk_jaccard,ensemble_topk_vote_mean,ensemble_boundary_margin_z,candidate_source,entry_name,reviewed,protein_name,gene_names,organism_name,organism_id,length,pfam_combination,domain_family,protein_existence,evidence_quality_tier,cluster_id,cluster_size,selection_reason,terpene_type,tps_class,substrate_name,product_name,pfam_architecture,contract_status,allowed_candidate_architectures,family_compatibility
MARTS_EXT_RXN_0216267ce7f4,reaction_to_enzyme,top10,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,7,not_applicable_candidate_universe_expanded,9,A4J7Y1,0.36157143115997314,primary,0.3615714311599731,0.06931339204311371,29.33333396911621,33.0386962890625,0.6666666666666666,1.0,0.0,0.01794901117682457,0.26696563395397244,0.5128205128205128,0.8,0.02220766103519143,uniprot_primary,A4J7Y1_DESRM,False,Copper amine oxidase domain protein,Dred_2678,Desulforamulus reducens (strain ATCC BAA-1160 / DSM 100696 / MI-1) (Desulfotomaculum reducens),349161,474,PF13243,triterpene_cyclase,Predicted,D_named_predicted,A4J7Y1,1,best_unreviewed_cluster_representative,di,1,(+)-copalyl diphosphate,neoabietadiene,classII_cyclase_single_domain,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,architecture_mismatch
MARTS_EXT_RXN_035143e0b4ac,reaction_to_enzyme,top3,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,1,not_applicable_candidate_universe_expanded,1,A0ABQ0SKB0,0.5851454734802246,primary,0.5851454734802246,0.03264898434281349,1.3333333730697632,0.471404492855072,1.0,0.6666666666666666,0.471404492855072,0.03264898434281349,0.2506579671782836,0.6666666666666666,0.8888888888888888,0.16597999948325842,uniprot_primary,A0ABQ0SKB0_9BACL,False,Squalene cyclase N-terminal domain-containing protein,BAG01nite_03500,Brevibacillus agri,51101,393,PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0ABQ0SKB0,1,best_unreviewed_cluster_representative,di,1,(+)-copalyl diphosphate,(+)-copalol,osc_domain_fragment,unsupported_or_unresolved_reference_family,,unsupported_expansion_family
MARTS_EXT_RXN_035143e0b4ac,reaction_to_enzyme,top3,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,1,not_applicable_candidate_universe_expanded,3,A0A1I6DYF4,0.5064883232116699,primary,0.5064883232116699,0.04288763552904129,4.333333492279053,2.624669313430786,0.6666666666666666,0.6666666666666666,0.471404492855072,0.03264898434281349,0.2506579671782836,0.6666666666666666,0.8888888888888888,0.16597999948325842,uniprot_primary,A0A1I6DYF4_9FIRM,False,Squalene-hopene cyclase N-terminal domain-containing protein,SAMN05660706_12115,Desulfoscipio geothermicus DSM 3669,1121426,217,PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A1I6DYF4,1,best_unreviewed_cluster_representative,di,1,(+)-copalyl diphosphate,(+)-copalol,osc_domain_fragment,unsupported_or_unresolved_reference_family,,unsupported_expansion_family
MARTS_EXT_RXN_035143e0b4ac,reaction_to_enzyme,top10,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,1,not_applicable_candidate_universe_expanded,1,A0ABQ0SKB0,0.5851454734802246,primary,0.5851454734802246,0.03264898434281349,1.3333333730697632,0.471404492855072,1.0,0.6666666666666666,0.471404492855072,0.03264898434281349,0.2506579671782836,0.27777777777777773,0.6333333333333333,0.005865856443992007,uniprot_primary,A0ABQ0SKB0_9BACL,False,Squalene cyclase N-terminal domain-containing protein,BAG01nite_03500,Brevibacillus agri,51101,393,PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0ABQ0SKB0,1,best_unreviewed_cluster_representative,di,1,(+)-copalyl diphosphate,(+)-copalol,osc_domain_fragment,unsupported_or_unresolved_reference_family,,unsupported_expansion_family
MARTS_EXT_RXN_035143e0b4ac,reaction_to_enzyme,top10,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,1,not_applicable_candidate_universe_expanded,3,A0A1I6DYF4,0.5064883232116699,primary,0.5064883232116699,0.04288763552904129,4.333333492279053,2.624669313430786,1.0,0.6666666666666666,0.471404492855072,0.03264898434281349,0.2506579671782836,0.27777777777777773,0.6333333333333333,0.005865856443992007,uniprot_primary,A0A1I6DYF4_9FIRM,False,Squalene-hopene cyclase N-terminal domain-containing protein,SAMN05660706_12115,Desulfoscipio geothermicus DSM 3669,1121426,217,PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A1I6DYF4,1,best_unreviewed_cluster_representative,di,1,(+)-copalyl diphosphate,(+)-copalol,osc_domain_fragment,unsupported_or_unresolved_reference_family,,unsupported_expansion_family
MARTS_EXT_RXN_035143e0b4ac,reaction_to_enzyme,top10,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,1,not_applicable_candidate_universe_expanded,4,A0A327YCM5,0.4832743704319,primary,0.4832743704319,0.013391559012234211,5.333333492279053,1.2472190856933594,1.0,0.6666666666666666,0.471404492855072,0.03264898434281349,0.2506579671782836,0.27777777777777773,0.6333333333333333,0.005865856443992007,uniprot_primary,A0A327YCM5_9BACL,False,Squalene-hopene cyclase-like protein,B0I26_11124,Paranoxybacillus vitaminiphilus,581036,233,PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A327YCM5,1,best_unreviewed_cluster_representative,di,1,(+)-copalyl diphosphate,(+)-copalol,osc_domain_fragment,unsupported_or_unresolved_reference_family,,unsupported_expansion_family
MARTS_EXT_RXN_035143e0b4ac,reaction_to_enzyme,top10,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,1,not_applicable_candidate_universe_expanded,5,A0A4R2N966,0.43983447551727295,primary,0.4398344755172729,0.037232235074043274,16.33333396911621,9.843214988708496,0.3333333333333333,0.6666666666666666,0.471404492855072,0.03264898434281349,0.2506579671782836,0.27777777777777773,0.6333333333333333,0.005865856443992007,uniprot_primary,A0A4R2N966_9BACL,False,Squalene-hopene cyclase-like protein,EV207_1788,Scopulibacillus darangshiensis,442528,254,PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A4R2N966,1,best_unreviewed_cluster_representative,di,1,(+)-copalyl diphosphate,(+)-copalol,osc_domain_fragment,unsupported_or_unresolved_reference_family,,unsupported_expansion_family
MARTS_EXT_RXN_035143e0b4ac,reaction_to_enzyme,top10,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,1,not_applicable_candidate_universe_expanded,6,A0A1I1NAK8,0.4376862049102783,primary,0.4376862049102783,0.06319081038236618,21.33333396911621,22.42518424987793,0.6666666666666666,0.6666666666666666,0.471404492855072,0.03264898434281349,0.2506579671782836,0.27777777777777773,0.6333333333333333,0.005865856443992007,uniprot_primary,A0A1I1NAK8_9ACTN,False,Terpene synthase (EC 4.2.3.-),SAMN05421773_107218,Streptomyces aidingensis,910347,304,PF19086,bacterial_classI,Inferred from homology,C_homology_named,A0A1I1NAK8,1,best_unreviewed_cluster_representative,di,1,(+)-copalyl diphosphate,(+)-copalol,bacterial_classI,unsupported_or_unresolved_reference_family,,unsupported_expansion_family
MARTS_EXT_RXN_035143e0b4ac,reaction_to_enzyme,top10,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,1,not_applicable_candidate_universe_expanded,7,A0A365XVJ7,0.4354774057865143,primary,0.4354774057865143,0.03345762938261032,16.33333396911621,10.208929061889648,0.3333333333333333,0.6666666666666666,0.471404492855072,0.03264898434281349,0.2506579671782836,0.27777777777777773,0.6333333333333333,0.005865856443992007,uniprot_primary,A0A365XVJ7_9BACT,False,Terpene synthase (EC 4.2.3.-),DF182_28455,Chitinophaga flava,2259036,318,PF19086,bacterial_classI,Inferred from homology,C_homology_named,A0A365XVJ7,2,best_unreviewed_cluster_representative,di,1,(+)-copalyl diphosphate,(+)-copalol,bacterial_classI,unsupported_or_unresolved_reference_family,,unsupported_expansion_family
MARTS_EXT_RXN_035143e0b4ac,reaction_to_enzyme,top10,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,1,not_applicable_candidate_universe_expanded,8,A0A0X1T102,0.4313863217830658,primary,0.4313863217830658,0.08793678134679794,37.33333206176758,39.71845245361328,0.3333333333333333,0.6666666666666666,0.471404492855072,0.03264898434281349,0.2506579671782836,0.27777777777777773,0.6333333333333333,0.005865856443992007,uniprot_primary,A0A0X1T102_PSEAA,False,Terpene synthase (EC 4.2.3.-),AWM79_10585,Pseudomonas agarici,46677,324,PF19086,bacterial_classI,Inferred from homology,C_homology_named,A0A0X1T102,3,best_unreviewed_cluster_representative,di,1,(+)-copalyl diphosphate,(+)-copalol,bacterial_classI,unsupported_or_unresolved_reference_family,,unsupported_expansion_family
