query_id,direction,ranking_objective,score_source,model_directory,known_associations_masked,empirical_reliability_status,rank,candidate_id,score,selection_source,ensemble_score_mean,ensemble_score_std,ensemble_rank_mean,ensemble_rank_std,ensemble_topk_vote_fraction,ensemble_top1_vote_fraction,ensemble_top1_rank_std,ensemble_top1_score_std,ensemble_top1_margin_z,ensemble_topk_jaccard,ensemble_topk_vote_mean,ensemble_boundary_margin_z,candidate_source,entry_name,reviewed,protein_name,gene_names,organism_name,organism_id,length,pfam_combination,domain_family,protein_existence,evidence_quality_tier,cluster_id,cluster_size,selection_reason,terpene_type,tps_class,substrate_name,product_name,pfam_architecture,contract_status,allowed_candidate_architectures,family_compatibility,evidence_priority
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,8,A0A2B7YDW3,0.617120087146759,primary,0.617120087146759,0.005898633040487766,9.666666984558105,2.054804563522339,1.0,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,POLA_POLH7,True,Triterpene cyclase polA (EC 5.4.99.-) (Polytolypin biosynthesis cluster protein A),polA AJ80_03956,Polytolypa hystricis (strain UAMH7299),1447883,695,PF13243;PF13249,triterpene_cyclase,Evidence at protein level,A_reviewed,A0A2B7YDW3,1,all_reviewed_members,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible,0
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,24,A0A146GGI9,0.5500214695930481,primary,0.5500214695930481,0.01114567369222641,25.66666603088379,11.953614234924316,1.0,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,A0A146GGI9_9LECA,False,Terpene cyclase/mutase family member (EC 5.4.99.-),MaSHCa,Myelochroa aurulenta,358640,667,PF13243;PF13249,triterpene_cyclase,Evidence at transcript level,B_experimental_or_transcript_named,A0A9W9XTR5,180,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible,1
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,73,A0A2S1TZ41,0.4148435890674591,primary,0.4148435890674591,0.05202176421880722,88.0,27.434770584106445,0.6666666666666666,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,A0A2S1TZ41_PIRSP,False,Squalene-hopene cyclase (EC 5.4.99.17),,Piromyces sp,45796,731,PF13243;PF13249,triterpene_cyclase,Evidence at transcript level,B_experimental_or_transcript_named,A0A1Y1X4A8,3,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible,1
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,87,A0A0T7AQA9,0.40098822116851807,primary,0.400988221168518,0.003034059889614582,97.33333587646484,22.050447463989258,0.6666666666666666,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,A0A0T7AQA9_9MONI,False,Terpene cyclase/mutase family member (EC 5.4.99.-),CEH1,Leptochilus ellipticus,493389,699,PF13243;PF13249,triterpene_cyclase,Evidence at transcript level,B_experimental_or_transcript_named,A0A3G9F2B2,168,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible,1
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,1,A0A1G7I6D7,0.7370585799217224,primary,0.7370585799217224,0.021696997806429863,1.0,0.0,1.0,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,A0A1G7I6D7_9BACT,False,Squalene-hopene/tetraprenyl-beta-curcumene cyclase,SAMN05444167_1338,Terriglobus roseus,392734,677,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A1G7I6D7,33,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible,2
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,2,A0A023D1B6,0.6733505129814148,primary,0.6733505129814148,0.036169130355119705,3.3333332538604736,1.247219204902649,1.0,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,A0A023D1B6_ACIMT,False,Squalene--hopene cyclase,Amme_002_003,Acidomonas methanolica NBRC 104435,1231351,663,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,K9GV72,782,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible,2
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,3,A0A518BWK3,0.6684725880622864,primary,0.6684725880622864,0.027631081640720367,3.3333332538604736,1.247219204902649,1.0,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,A0A518BWK3_9BACT,False,Squalene--hopene cyclase (EC 4.2.1.129),shc Pan265_12120,Mucisphaera calidilacus,2527982,650,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A518BWK3,2,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible,2
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,4,A0A075K2F2,0.6552595496177673,primary,0.6552595496177673,0.032859500497579575,5.333333492279053,3.399346351623535,1.0,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,A0A075K2F2_9GAMM,False,Squalene--hopene cyclase,HY57_12650,Dyella japonica A8,1217721,603,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0ABS2KBK9,115,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible,2
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,5,A0A0H3G8D2,0.6401863694190979,primary,0.6401863694190979,0.00933170784264803,5.0,1.4142135381698608,1.0,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,A0A0H3G8D2_ZYMMA,False,Squalene/oxidosqualene cyclase (EC 5.4.99.17),Zmob_1582,Zymomonas mobilis subsp. mobilis (strain ATCC 10988 / DSM 424 / LMG 404 / NCIMB 8938 / NRRL B-806 / ZM1),555217,725,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A1I4R6V2,68,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible,2
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top100_rescue,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu,5,not_applicable_candidate_universe_expanded,6,A0A5A7MU75,0.637418270111084,primary,0.637418270111084,0.03327831253409386,6.666666507720947,1.885617971420288,1.0,1.0,0.0,0.021696997806429863,0.4516859566070398,0.6106790110585177,0.86,0.0009909805062698657,uniprot_primary,A0A5A7MU75_9PROT,False,Squalene--hopene cyclase,JCM17845_00850,Iodidimonas gelatinilytica,1236966,478,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A5A7MU75,2,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible,2
