query_id,direction,ranking_objective,score_source,model_directory,known_associations_masked,empirical_reliability_status,rank,candidate_id,score,selection_source,ensemble_score_mean,ensemble_score_std,ensemble_rank_mean,ensemble_rank_std,ensemble_topk_vote_fraction,ensemble_top1_vote_fraction,ensemble_top1_rank_std,ensemble_top1_score_std,ensemble_top1_margin_z,ensemble_topk_jaccard,ensemble_topk_vote_mean,ensemble_boundary_margin_z,candidate_source,entry_name,reviewed,protein_name,gene_names,organism_name,organism_id,length,pfam_combination,domain_family,protein_existence,evidence_quality_tier,cluster_id,cluster_size,selection_reason,terpene_type,tps_class,substrate_name,product_name,pfam_architecture,contract_status,allowed_candidate_architectures,family_compatibility
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top3,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,5,not_applicable_candidate_universe_expanded,1,A0A1G7I6D7,0.7781199812889099,primary,0.7781199812889099,0.01124069094657898,1.0,0.0,1.0,1.0,0.0,0.01124069094657898,0.5021607503820584,0.6666666666666666,0.8888888888888888,0.0725800936936292,uniprot_primary,A0A1G7I6D7_9BACT,False,Squalene-hopene/tetraprenyl-beta-curcumene cyclase,SAMN05444167_1338,Terriglobus roseus,392734,677,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A1G7I6D7,33,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top3,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,5,not_applicable_candidate_universe_expanded,2,A0A023D1B6,0.7055282592773438,primary,0.7055282592773438,0.027092359960079193,3.0,0.0,1.0,1.0,0.0,0.01124069094657898,0.5021607503820584,0.6666666666666666,0.8888888888888888,0.0725800936936292,uniprot_primary,A0A023D1B6_ACIMT,False,Squalene--hopene cyclase,Amme_002_003,Acidomonas methanolica NBRC 104435,1231351,663,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,K9GV72,782,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top3,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,5,not_applicable_candidate_universe_expanded,3,A0A518BWK3,0.6962838172912598,primary,0.6962838172912598,0.024130431935191154,2.6666667461395264,0.942808985710144,0.6666666666666666,1.0,0.0,0.01124069094657898,0.5021607503820584,0.6666666666666666,0.8888888888888888,0.0725800936936292,uniprot_primary,A0A518BWK3_9BACT,False,Squalene--hopene cyclase (EC 4.2.1.129),shc Pan265_12120,Mucisphaera calidilacus,2527982,650,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A518BWK3,2,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top10,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,5,not_applicable_candidate_universe_expanded,1,A0A1G7I6D7,0.7781199812889099,primary,0.7781199812889099,0.01124069094657898,1.0,0.0,1.0,1.0,0.0,0.01124069094657898,0.5021607503820584,0.5873015873015873,0.8666666666666667,0.14601987729654112,uniprot_primary,A0A1G7I6D7_9BACT,False,Squalene-hopene/tetraprenyl-beta-curcumene cyclase,SAMN05444167_1338,Terriglobus roseus,392734,677,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A1G7I6D7,33,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top10,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,5,not_applicable_candidate_universe_expanded,2,A0A023D1B6,0.7055282592773438,primary,0.7055282592773438,0.027092359960079193,3.0,0.0,1.0,1.0,0.0,0.01124069094657898,0.5021607503820584,0.5873015873015873,0.8666666666666667,0.14601987729654112,uniprot_primary,A0A023D1B6_ACIMT,False,Squalene--hopene cyclase,Amme_002_003,Acidomonas methanolica NBRC 104435,1231351,663,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,K9GV72,782,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top10,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,5,not_applicable_candidate_universe_expanded,3,A0A518BWK3,0.6962838172912598,primary,0.6962838172912598,0.024130431935191154,2.6666667461395264,0.942808985710144,1.0,1.0,0.0,0.01124069094657898,0.5021607503820584,0.5873015873015873,0.8666666666666667,0.14601987729654112,uniprot_primary,A0A518BWK3_9BACT,False,Squalene--hopene cyclase (EC 4.2.1.129),shc Pan265_12120,Mucisphaera calidilacus,2527982,650,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A518BWK3,2,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top10,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,5,not_applicable_candidate_universe_expanded,4,A0A075K2F2,0.6857917308807373,primary,0.6857917308807373,0.0365574024617672,5.666666507720947,3.2998316287994385,1.0,1.0,0.0,0.01124069094657898,0.5021607503820584,0.5873015873015873,0.8666666666666667,0.14601987729654112,uniprot_primary,A0A075K2F2_9GAMM,False,Squalene--hopene cyclase,HY57_12650,Dyella japonica A8,1217721,603,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0ABS2KBK9,115,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top10,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,5,not_applicable_candidate_universe_expanded,5,A0A0H3G8D2,0.6767084002494812,primary,0.6767084002494812,0.0102219358086586,5.333333492279053,0.942808985710144,1.0,1.0,0.0,0.01124069094657898,0.5021607503820584,0.5873015873015873,0.8666666666666667,0.14601987729654112,uniprot_primary,A0A0H3G8D2_ZYMMA,False,Squalene/oxidosqualene cyclase (EC 5.4.99.17),Zmob_1582,Zymomonas mobilis subsp. mobilis (strain ATCC 10988 / DSM 424 / LMG 404 / NCIMB 8938 / NRRL B-806 / ZM1),555217,725,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A1I4R6V2,68,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top10,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,5,not_applicable_candidate_universe_expanded,6,A0A5A7MU75,0.6711320877075195,primary,0.6711320877075195,0.024461599066853523,6.666666507720947,1.885617971420288,1.0,1.0,0.0,0.01124069094657898,0.5021607503820584,0.5873015873015873,0.8666666666666667,0.14601987729654112,uniprot_primary,A0A5A7MU75_9PROT,False,Squalene--hopene cyclase,JCM17845_00850,Iodidimonas gelatinilytica,1236966,478,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A5A7MU75,2,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top10,direct,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,5,not_applicable_candidate_universe_expanded,7,A0A9P0A4S8,0.656754732131958,primary,0.656754732131958,0.0164622962474823,9.333333015441895,4.027681827545166,0.6666666666666666,1.0,0.0,0.01124069094657898,0.5021607503820584,0.5873015873015873,0.8666666666666667,0.14601987729654112,uniprot_primary,A0A9P0A4S8_BEMTA,False,Terpene cyclase/mutase family member (EC 5.4.99.-),BEMITA_LOCUS2658,Bemisia tabaci (Sweetpotato whitefly) (Aleurodes tabaci),7038,663,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A9P0A4S8,2,best_unreviewed_cluster_representative,tri,2,squalene,hop-22(29)-ene,osc_full,reference_supported,osc_full,compatible
