query_7	A0ABP7T211	25.200	190	0.482	0.259	5.470E-06	50
query_7	A0ABS6BF75	25.500	223	0.566	0.305	9.020E-05	46
query_7	A0A7W7CFX1	24.500	221	0.561	0.274	2.089E-04	45
query_8	A0AAD4L7C2	96.400	341	1.000	1.000	4.810E-230	704
query_8	A0A9P5TDG4	87.300	341	1.000	1.000	3.701E-211	649
query_8	A0ACC0UMX1	87.300	341	1.000	1.000	1.623E-209	645
query_8	A0ACB8SS40	81.600	333	0.977	0.997	1.018E-188	585
query_8	A0A4Y9ZUR2	82.500	327	0.959	0.953	4.918E-188	583
query_106	A0ACB7J2F1	98.800	339	1.000	1.000	6.608E-231	706
query_106	A0A8H7DPD2	98.800	339	1.000	1.000	6.608E-231	706
query_106	A0A9P5ZM34	98.500	339	1.000	1.000	1.127E-229	703
query_106	A0ABR3JGA8	82.200	333	0.982	0.965	1.001E-192	596
query_106	A0ABR3JHP5	82.600	299	0.882	0.990	8.512E-172	536
query_176	R4JJJ1	98.800	601	1.000	1.000	0.000E+00	1219
query_176	R4JQS2	95.300	601	1.000	1.000	0.000E+00	1175
query_176	L0HAM7	82.000	603	1.000	1.000	0.000E+00	1021
query_176	A0A6M6CD86	61.700	601	1.000	0.995	3.058E-235	734
query_176	A0A6G5RUG7	58.000	599	0.997	0.997	2.011E-210	662
query_84	A0A423PWV2	25.900	302	0.655	0.303	1.500E-15	81
query_21	A0A561F1N3	67.100	530	0.996	0.992	8.729E-219	682
query_21	A0A919FNC3	61.700	528	0.957	0.957	2.319E-194	612
query_21	A0A2P2GK84	56.600	518	0.974	0.964	4.203E-167	533
query_21	A0A5Q0GX66	56.600	500	0.940	0.978	1.323E-165	528
query_21	A0A1M7I6D5	38.100	511	0.953	0.941	4.904E-82	285
query_23	A0A017TIH1	32.400	331	0.976	0.941	1.346E-40	155
query_23	A0ABV5Q3T6	28.100	334	0.985	0.904	8.240E-27	114
query_23	A0ABW1CYC4	28.100	334	0.985	0.907	2.754E-26	113
query_23	A0ABP6EXA6	26.300	334	0.985	0.904	5.590E-25	109
query_23	A0A937RPJ6	27.600	181	0.534	0.506	8.404E-13	71
query_156	A0A6S7HXL7	40.500	400	0.980	0.964	4.235E-101	335
query_156	A0A7D9ETX6	35.000	388	0.956	0.946	1.169E-74	258
query_156	A0A6S7IQD1	28.300	384	0.946	0.939	3.960E-47	177
query_156	A0A6S7IRN7	28.300	380	0.936	0.957	2.487E-46	175
query_156	A0A8T9VVV6	26.800	395	0.946	0.940	6.070E-37	147
query_189	A0A6A5UN06	29.700	925	0.924	0.961	8.803E-109	379
query_189	A0A139X035	32.300	439	0.458	0.774	8.864E-49	192
query_189	A0A6J1HLI5	26.200	352	0.367	0.410	6.559E-24	111
query_189	A0A1Z3GCD1	25.200	322	0.336	0.387	5.970E-17	88
query_189	A0AAV6X4P5	26.500	344	0.359	0.402	4.123E-16	85
query_191	A0A0C3B2M7	88.200	541	1.000	1.000	8.225E-309	942
query_191	G4TNA6	77.100	523	0.981	0.977	6.496E-256	790
query_191	A0AA39QX25	41.400	343	0.644	0.958	1.692E-83	289
query_191	A0A8H6FLP3	40.200	357	0.670	0.947	4.387E-81	282
query_191	A0AAD5UUP4	37.500	338	0.634	0.943	3.415E-69	247
query_192	A0ABX9EEW8	98.900	370	0.987	1.000	2.138E-254	776
query_192	A0ABN0ZDQ0	46.800	364	0.971	0.981	5.412E-100	330
query_192	A0A1V0TJQ5	45.900	357	0.949	0.983	2.051E-94	314
query_192	A0A1J0VXZ7	39.500	297	0.792	0.958	5.828E-63	222
query_192	A0ABS0CG16	38.800	316	0.843	0.963	6.152E-61	216
query_155	A0A423PWV2	26.600	303	0.644	0.304	1.203E-10	65
query_29	A0A6A5UN06	46.400	958	0.983	0.995	5.995E-269	849
query_29	Q84LM0	28.000	330	0.347	0.382	3.737E-21	102
query_29	A0A6J1HUB2	28.000	330	0.347	0.382	3.737E-21	102
query_29	A0A6J1HLI5	27.400	330	0.347	0.381	3.737E-21	102
query_29	A0AAE1W917	25.300	211	0.222	0.249	2.791E-12	72
query_159	A0ABP6ND34	84.000	364	1.000	1.000	2.272E-208	643
query_159	A0ABP9K4D3	82.400	364	1.000	1.000	1.017E-203	629
query_159	A0ABP7DE88	79.800	363	0.997	0.997	9.631E-197	609
query_159	A0ABN1PCV6	79.900	364	1.000	1.000	9.834E-194	601
query_159	A0ABV1V9A1	41.600	348	0.956	0.950	9.901E-73	250
query_160	A0ABP6ND34	63.500	365	0.997	0.995	1.541E-149	473
query_160	A0ABP7DE88	63.200	365	0.997	0.995	1.908E-148	470
query_160	A0ABP9K4D3	62.000	364	0.995	0.992	2.162E-143	455
query_160	A0ABN1PCV6	61.400	366	1.000	0.997	2.676E-142	452
query_160	A0ABM8A755	28.100	339	0.926	0.923	1.211E-20	96
query_184	A0A423PWV2	35.200	138	0.417	0.138	2.379E-07	53
query_121	A0A1B7XWH8	99.800	764	1.000	1.000	0.000E+00	1540
query_121	A0AAV9TCQ6	98.600	764	1.000	1.000	0.000E+00	1526
query_121	A0AAX4J2Z7	98.100	764	1.000	1.000	0.000E+00	1517
query_121	A0A166XH17	85.700	763	0.999	0.999	0.000E+00	1335
query_121	A0A166SKQ5	84.900	763	0.999	0.999	0.000E+00	1314
query_123	A0AA41U2S2	31.000	322	0.973	0.988	2.322E-33	134
query_123	A0A8J7WKQ0	29.600	315	0.952	0.948	2.957E-29	121
query_123	A0A941E7L1	30.700	316	0.955	0.981	4.544E-28	118
query_123	A0ABW2SQQ7	27.200	315	0.952	0.927	8.689E-25	108
query_123	A0A2T0LNW4	26.600	313	0.946	0.882	1.640E-16	83
query_5	A0AAJ6HTU4	99.600	320	1.000	1.000	4.218E-216	662
query_5	A0ABZ1PCT5	87.100	320	1.000	1.000	6.590E-188	581
query_5	A0A3N9XGY6	86.200	320	1.000	1.000	7.438E-186	575
query_5	A0A7Y9X380	86.200	320	1.000	1.000	1.019E-185	575
query_5	A0A1C6VBY6	63.400	315	0.984	0.987	4.265E-129	411
query_38	A0A7D9ETX6	38.100	413	0.993	0.998	4.659E-93	312
query_38	A0A6S7IQD1	32.800	402	0.966	0.976	1.138E-64	229
query_38	A0A6S7IRN7	32.800	377	0.906	0.942	2.018E-57	208
query_38	A0A6S7GM34	31.900	411	0.988	0.998	3.284E-54	198
query_38	A0A8T9VYQ6	28.900	401	0.954	0.964	8.317E-52	191
query_71	A0A423PWV2	26.700	283	0.619	0.284	1.192E-18	91
query_72	A0A423PWV2	27.300	279	0.624	0.280	9.218E-15	78
query_97	A0A423PWV2	27.500	369	0.747	0.370	1.215E-14	78
query_98	A0A423PWV2	26.600	303	0.644	0.304	1.203E-10	65
query_67	A0A423PWV2	27.100	302	0.652	0.303	8.316E-15	79
query_164	A0A423PWV2	40.700	54	0.167	0.054	4.973E-04	43
query_37	A0ABN0XEG3	33.600	324	0.947	0.893	2.323E-56	201
query_37	A0ABP5Y6Y7	30.200	317	0.929	0.919	1.396E-45	170
query_37	A0ABT8NR31	31.600	301	0.881	0.827	1.272E-40	155
query_37	A0ABU5WGS7	31.200	301	0.881	0.827	8.064E-40	153
query_37	A0ABW7L1J8	30.900	301	0.881	0.827	2.030E-39	152
query_102	A0A8G1RDN1	66.100	316	0.903	0.997	5.894E-138	439
query_102	A0ACD1HMX4	64.900	317	0.906	1.000	1.238E-135	432
query_102	A0ACD1FST9	65.100	316	0.903	0.997	2.875E-134	428
query_102	A0A3D8RQ70	45.500	314	0.897	0.949	3.673E-94	312
query_102	A0A3D8S922	44.500	314	0.897	0.949	2.656E-91	304
query_103	A0ABX9EEW8	98.900	370	0.987	1.000	2.138E-254	776
query_103	A0ABN0ZDQ0	46.800	364	0.971	0.981	5.412E-100	330
query_103	A0A1V0TJQ5	45.900	357	0.949	0.983	2.051E-94	314
query_103	A0A1J0VXZ7	39.500	297	0.792	0.958	5.828E-63	222
query_103	A0ABS0CG16	38.800	316	0.843	0.963	6.152E-61	216
query_168	A0A2B7YA55	76.900	364	1.000	1.000	9.545E-185	574
query_168	C1H4R6	76.700	364	1.000	0.881	1.185E-183	571
query_168	A0A2B7XNG2	81.200	342	0.945	0.905	2.225E-183	571
query_168	C1GK47	76.400	364	1.000	1.000	5.723E-183	569
query_168	E4UPL6	62.200	354	0.936	0.896	7.918E-142	451
query_74	A0A423PWV2	27.500	294	0.599	0.295	1.845E-16	84
query_15	A0ACB8S1M9	97.300	336	1.000	1.000	4.732E-229	701
query_15	A0ACB8SS40	88.700	329	0.979	0.985	5.783E-205	631
query_15	A0A4Y9ZUR2	82.500	338	0.994	0.985	7.907E-192	593
query_15	A0ACC0UMX1	78.200	336	1.000	0.985	3.628E-184	571
query_15	A0A9P5TDG4	77.800	334	0.994	0.979	4.509E-183	568
query_80	A0A423PWV2	28.200	279	0.625	0.280	3.796E-14	76
query_145	A0A423PWV2	33.300	93	0.301	0.087	2.525E-05	47
query_114	A0A372ZN86	91.300	325	1.000	1.000	5.907E-204	628
query_114	A0A066YKZ3	90.700	325	1.000	1.000	4.868E-202	622
query_114	A0ABW7TF04	87.800	320	0.978	0.941	3.825E-193	597
query_114	A0A3Q9G164	87.100	320	0.978	0.941	1.224E-191	592
query_114	A0ABT0NU79	82.400	330	0.994	0.976	5.109E-183	567
query_19	Q9XJ25	94.000	350	1.000	0.638	1.800E-222	683
query_19	A0AAF0T8U4	94.000	350	1.000	0.629	1.800E-222	683
query_19	A0ABQ7WVK6	93.700	350	1.000	0.638	2.467E-222	682
query_19	A0A1U7WER7	93.400	350	1.000	0.625	3.381E-222	682
query_19	A0A9J6ANF3	93.700	350	1.000	0.638	8.701E-222	681
query_61	A0A1J0CQ90	43.800	339	0.829	0.887	1.858E-90	304
query_61	A0ACC2AB05	30.600	382	0.934	0.997	1.687E-45	172
query_61	A0ACC2AAR8	31.100	359	0.878	0.949	3.579E-44	168
query_61	A0ACC2AAV7	31.100	359	0.878	0.949	3.579E-44	168
query_61	A0ACC2AB07	31.100	359	0.878	0.949	3.579E-44	168
query_63	A0A8G1RDN1	66.100	316	0.903	0.997	5.894E-138	439
query_63	A0ACD1HMX4	64.900	317	0.906	1.000	1.238E-135	432
query_63	A0ACD1FST9	65.100	316	0.903	0.997	2.875E-134	428
query_63	A0A3D8RQ70	45.500	314	0.897	0.949	3.673E-94	312
query_63	A0A3D8S922	44.500	314	0.897	0.949	2.656E-91	304
query_177	R4JQS2	97.300	601	1.000	1.000	0.000E+00	1191
query_177	R4JJJ1	94.600	601	1.000	1.000	0.000E+00	1162
query_177	L0HAM7	82.200	603	1.000	1.000	0.000E+00	1015
query_177	A0A6M6CD86	63.000	601	1.000	0.995	1.466E-237	740
query_177	A0A6M6CF58	63.200	601	1.000	1.000	1.631E-235	734
query_148	A0ABX9EEW8	98.900	370	0.987	1.000	2.138E-254	776
query_148	A0ABN0ZDQ0	46.800	364	0.971	0.981	5.412E-100	330
query_148	A0A1V0TJQ5	45.900	357	0.949	0.983	2.051E-94	314
query_148	A0A1J0VXZ7	39.500	297	0.792	0.958	5.828E-63	222
query_148	A0ABS0CG16	38.800	316	0.843	0.963	6.152E-61	216
query_53	A0A1M2VBB3	97.500	333	1.000	1.000	4.888E-221	677
query_53	A0A1Y2IZ50	85.500	333	1.000	1.000	5.538E-193	597
query_53	A0AAD7TLE5	84.100	333	1.000	0.943	4.234E-187	580
query_53	A0A2G8SPV1	76.100	331	0.994	0.971	5.878E-171	533
query_53	A0A4Q9PM44	73.300	327	0.982	0.973	6.760E-166	518
query_86	A0A423PWV2	29.100	288	0.587	0.289	5.733E-17	86
query_55	A0ACB7J2F1	98.800	339	1.000	1.000	6.608E-231	706
query_55	A0A8H7DPD2	98.800	339	1.000	1.000	6.608E-231	706
query_55	A0A9P5ZM34	98.500	339	1.000	1.000	1.127E-229	703
query_55	A0ABR3JGA8	82.200	333	0.982	0.965	1.001E-192	596
query_55	A0ABR3JHP5	82.600	299	0.882	0.990	8.512E-172	536
query_54	A0A1M2VBC7	97.600	342	1.000	1.000	3.586E-233	713
query_54	A0A2G8SPY3	87.000	340	0.994	0.980	5.442E-208	640
query_54	A0A4Q9PAB1	87.000	341	0.997	1.000	7.458E-208	640
query_54	A0A1Y2IZ20	89.700	333	0.974	0.979	1.401E-207	639
query_54	A0ACC1Q5D7	89.700	333	0.974	0.977	4.939E-207	638
query_119	A0ACB7IJ82	98.900	393	1.000	1.000	9.326E-267	813
query_119	A0A9P5ZQ64	96.600	388	0.987	0.992	5.338E-258	788
query_119	A0A8H6ZLH9	99.400	371	0.944	0.966	7.490E-255	779
query_119	A0A8H5FFU8	66.400	322	0.819	0.967	4.477E-148	470
query_119	A0A9P6CCA4	67.000	322	0.819	0.936	2.952E-147	468
query_25	A0A8G1RDN1	66.100	316	0.903	0.997	5.894E-138	439
query_25	A0ACD1HMX4	64.900	317	0.906	1.000	1.238E-135	432
query_25	A0ACD1FST9	65.100	316	0.903	0.997	2.875E-134	428
query_25	A0A3D8RQ70	45.500	314	0.897	0.949	3.673E-94	312
query_25	A0A3D8S922	44.500	314	0.897	0.949	2.656E-91	304
query_58	K5XUC4	99.400	340	1.000	1.000	1.122E-235	720
query_58	A0A8H5G712	80.500	340	1.000	0.895	6.937E-192	594
query_58	A0A9P5XPH8	78.500	336	0.988	0.982	8.821E-188	582
query_58	A0A409VUY1	63.500	337	0.991	0.988	1.416E-147	466
query_58	A0A9W8JZN5	61.900	336	0.985	0.982	1.940E-147	466
query_91	A0A423PWV2	25.500	292	0.668	0.293	2.125E-13	74
query_107	A0ACB7J546	99.400	336	1.000	1.000	4.611E-232	709
query_107	A0A8H6ZSB2	98.200	336	1.000	1.000	7.141E-230	703
query_107	A0A9P6A9A6	97.000	336	1.000	1.000	3.542E-226	692
query_107	A0ABR3IQ67	81.300	333	0.991	0.991	2.243E-192	595
query_107	F8PZ70	74.200	334	0.994	0.991	3.874E-175	545
query_77	A0A423PWV2	28.600	283	0.616	0.284	1.701E-19	94
query_46	A0A1G9VRW7	99.600	329	1.000	0.971	9.901E-227	694
query_46	A0ABV5ZW79	81.100	335	1.000	0.968	3.522E-187	580
query_46	A0ABP7QNQ9	78.400	334	1.000	0.982	5.054E-181	562
query_46	A0A4R5CED4	56.900	353	0.997	0.962	1.292E-132	422
query_46	A0A370HXW4	55.000	349	0.991	0.964	1.098E-121	391
query_143	A0A423PWV2	33.800	138	0.398	0.138	2.658E-07	53
query_48	A0ABV2WJW7	98.200	346	1.000	1.000	1.526E-232	711
query_48	A0ABV3F1C3	91.300	346	1.000	1.000	3.018E-213	656
query_48	A0ABW7VQ89	87.500	346	1.000	1.000	4.442E-204	629
query_48	A0ABV2XCM6	84.300	346	1.000	1.000	7.027E-199	614
query_48	A0ABM8CY35	83.500	346	1.000	1.000	9.851E-196	605
query_12	A0A1M2VBC7	97.600	342	1.000	1.000	3.586E-233	713
query_12	A0A2G8SPY3	87.000	340	0.994	0.980	5.442E-208	640
query_12	A0A4Q9PAB1	87.000	341	0.997	1.000	7.458E-208	640
query_12	A0A1Y2IZ20	89.700	333	0.974	0.979	1.401E-207	639
query_12	A0ACC1Q5D7	89.700	333	0.974	0.977	4.939E-207	638
query_14	A0A9P6CNC9	99.100	344	1.000	1.000	7.942E-237	724
query_14	A0A9P3PR70	74.100	344	1.000	1.000	3.983E-178	554
query_14	A0A8H5HEU4	74.400	344	1.000	1.000	3.611E-177	552
query_14	A0A369K2K5	71.600	342	0.994	0.997	2.439E-173	541
query_14	A0A9P7KF48	69.700	344	1.000	1.000	1.852E-167	524
query_112	A0AAD4QDF4	93.900	345	0.997	0.997	9.652E-225	689
query_112	A0AAD4LJ44	85.800	346	0.997	0.980	8.341E-204	629
query_112	A0AAD4LH23	78.300	346	1.000	1.000	1.030E-189	588
query_112	A0A9P5TDF0	65.100	344	0.994	0.930	3.298E-156	491
query_112	A0ACC0U7T4	66.900	339	0.980	0.963	1.591E-155	489
query_31	Q38710	98.500	845	1.000	0.974	0.000E+00	1734
query_31	Q675L4	88.200	844	1.000	0.969	0.000E+00	1577
query_31	Q675L5	86.900	845	1.000	0.975	0.000E+00	1563
query_31	C0PSQ9	86.900	844	1.000	0.969	0.000E+00	1558
